label,task,field,route,n_macs,padded_macs,padding_factor,rounds,threads,rep,prove_nanos,verify_nanos,proof_bytes
t1-0-koala-bear-sumcheck-whir-split-t10-n6,T1-0,koala-bear,sumcheck-whir-split,65536,65536,1.000000,8,10,0,14774084,3051167,122842
t1-0-koala-bear-sumcheck-whir-split-t10-n6,T1-0,koala-bear,sumcheck-whir-split,65536,65536,1.000000,8,10,1,7705583,3109000,122394
t1-0-koala-bear-sumcheck-whir-split-t10-n6,T1-0,koala-bear,sumcheck-whir-split,65536,65536,1.000000,8,10,2,7314583,3048458,122362
t1-0-koala-bear-sumcheck-whir-split-t10-n6,T1-0,koala-bear,sumcheck-whir-split,65536,65536,1.000000,8,10,3,7786458,3026542,123130
t1-0-koala-bear-sumcheck-whir-split-t10-n6,T1-0,koala-bear,sumcheck-whir-split,65536,65536,1.000000,8,10,4,7128166,3123250,121306
t1-0-koala-bear-sumcheck-whir-split-t10-n6,T1-0,koala-bear,sumcheck-whir-split,65536,65536,1.000000,8,10,5,7364458,2958666,121306
