label,task,log_inv_rate,threads,rep,channel_nanos,iop_nanos,wiring_nanos,finish_nanos,total_nanos,proof_bytes,n_imul,n_and,n_zero,n_bmul,n_private,n_inout
t1-b-r1-t1-n5-cold-rep2,T1-b,1,1,0,33000,981458,611955625,1002749,613973541,505952,2359296,2356224,294912,0,7959552,3072
t1-b-r1-t1-n5-cold-rep2,T1-b,1,1,1,28375,1006583,200941917,944124,202921792,505952,2359296,2356224,294912,0,7959552,3072
t1-b-r1-t1-n5-cold-rep2,T1-b,1,1,2,24875,944792,197864875,996625,199831834,505952,2359296,2356224,294912,0,7959552,3072
t1-b-r1-t1-n5-cold-rep2,T1-b,1,1,3,24834,932041,196793334,986125,198737208,505952,2359296,2356224,294912,0,7959552,3072
t1-b-r1-t1-n5-cold-rep2,T1-b,1,1,4,24750,938959,199563750,931251,201459375,505952,2359296,2356224,294912,0,7959552,3072
