label,task,log_inv_rate,threads,rep,channel_nanos,iop_nanos,wiring_nanos,finish_nanos,total_nanos,proof_bytes,n_imul,n_and,n_zero,n_bmul,n_private,n_inout
t1-a-r1-t1-n5-cold,T1-a,1,1,0,6917,513083,65375083,814959,66710375,460304,589824,589056,73728,0,2432256,768
t1-a-r1-t1-n5-cold,T1-a,1,1,1,6208,446625,53783792,805208,55042166,460304,589824,589056,73728,0,2432256,768
t1-a-r1-t1-n5-cold,T1-a,1,1,2,6167,429834,53429791,800501,54666500,460304,589824,589056,73728,0,2432256,768
t1-a-r1-t1-n5-cold,T1-a,1,1,3,6167,429625,53531541,796875,54764459,460304,589824,589056,73728,0,2432256,768
t1-a-r1-t1-n5-cold,T1-a,1,1,4,6167,434000,53055833,799000,54295333,460304,589824,589056,73728,0,2432256,768
