label,task,log_inv_rate,threads,rep,channel_nanos,iop_nanos,wiring_nanos,finish_nanos,total_nanos,proof_bytes,n_imul,n_and,n_zero,n_bmul,n_private,n_inout
t2-r1-t1-n5,T2,1,1,0,166,251792,7457042,596999,8306375,346400,92224,92223,11528,0,380622,1
t2-r1-t1-n5,T2,1,1,1,333,243916,7383208,597749,8225583,346400,92224,92223,11528,0,380622,1
t2-r1-t1-n5,T2,1,1,2,292,254583,7374333,594083,8223709,346400,92224,92223,11528,0,380622,1
t2-r1-t1-n5,T2,1,1,3,500,238791,7572750,611792,8424209,346400,92224,92223,11528,0,380622,1
t2-r1-t1-n5,T2,1,1,4,459,253459,7393541,607625,8255334,346400,92224,92223,11528,0,380622,1
