label,task,log_inv_rate,threads,rep,channel_nanos,iop_nanos,wiring_nanos,finish_nanos,total_nanos,proof_bytes,n_imul,n_and,n_zero,n_bmul,n_private,n_inout
t1-b-r1-t1-n5,T1-b,1,1,0,27042,958291,196512875,929083,198428083,505952,2359296,2356224,294912,0,7959552,3072
t1-b-r1-t1-n5,T1-b,1,1,1,27833,925625,195232958,2372084,198559542,505952,2359296,2356224,294912,0,7959552,3072
t1-b-r1-t1-n5,T1-b,1,1,2,26583,1022708,195874542,953042,197877333,505952,2359296,2356224,294912,0,7959552,3072
t1-b-r1-t1-n5,T1-b,1,1,3,24583,919750,205065542,972125,206982625,505952,2359296,2356224,294912,0,7959552,3072
t1-b-r1-t1-n5,T1-b,1,1,4,24750,933125,195442000,969832,197370208,505952,2359296,2356224,294912,0,7959552,3072
