label,task,log_inv_rate,threads,rep,channel_nanos,iop_nanos,wiring_nanos,finish_nanos,total_nanos,proof_bytes,n_imul,n_and,n_zero,n_bmul,n_private,n_inout
t1-0-r1-t1-n5,T1-0,1,1,0,2584,304708,5453333,593458,6354209,345536,65536,65280,8192,0,270080,256
t1-0-r1-t1-n5,T1-0,1,1,1,2333,288125,5392083,631792,6314542,345536,65536,65280,8192,0,270080,256
t1-0-r1-t1-n5,T1-0,1,1,2,2458,296125,5369292,590500,6258625,345536,65536,65280,8192,0,270080,256
t1-0-r1-t1-n5,T1-0,1,1,3,2375,282166,5438167,591959,6314958,345536,65536,65280,8192,0,270080,256
t1-0-r1-t1-n5,T1-0,1,1,4,2416,280625,5375416,590876,6249542,345536,65536,65280,8192,0,270080,256
