label,task,log_inv_rate,threads,rep,channel_nanos,iop_nanos,wiring_nanos,finish_nanos,total_nanos,proof_bytes,n_imul,n_and,n_zero,n_bmul,n_private,n_inout
t1-0-r1-t1-n5-cold,T1-0,1,1,0,2583,318042,6172834,627000,7120917,345536,65536,65280,8192,0,270080,256
t1-0-r1-t1-n5-cold,T1-0,1,1,1,2583,296542,5348083,620083,6267458,345536,65536,65280,8192,0,270080,256
t1-0-r1-t1-n5-cold,T1-0,1,1,2,2375,288000,5343458,628042,6262167,345536,65536,65280,8192,0,270080,256
t1-0-r1-t1-n5-cold,T1-0,1,1,3,2375,285250,5333792,613292,6234917,345536,65536,65280,8192,0,270080,256
t1-0-r1-t1-n5-cold,T1-0,1,1,4,2334,283959,5348083,610667,6245209,345536,65536,65280,8192,0,270080,256
