label,task,log_inv_rate,threads,rep,channel_nanos,iop_nanos,wiring_nanos,finish_nanos,total_nanos,proof_bytes,n_imul,n_and,n_zero,n_bmul,n_private,n_inout
t1-a-r1-t1-n5,T1-a,1,1,0,6958,493375,53890458,818875,55210167,460304,589824,589056,73728,0,2432256,768
t1-a-r1-t1-n5,T1-a,1,1,1,7417,451083,53553833,810708,54823542,460304,589824,589056,73728,0,2432256,768
t1-a-r1-t1-n5,T1-a,1,1,2,6834,457083,53287083,740959,54492084,460304,589824,589056,73728,0,2432256,768
t1-a-r1-t1-n5,T1-a,1,1,3,6208,484250,53438792,737417,54666875,460304,589824,589056,73728,0,2432256,768
t1-a-r1-t1-n5,T1-a,1,1,4,6209,419833,53935250,745042,55106459,460304,589824,589056,73728,0,2432256,768
