label,task,log_inv_rate,threads,rep,channel_nanos,iop_nanos,wiring_nanos,finish_nanos,total_nanos,proof_bytes,n_imul,n_and,n_zero,n_bmul,n_private,n_inout
t1-b-r1-t1-n5-cold,T1-b,1,1,0,36709,1023042,526870375,1001041,528933958,505952,2359296,2356224,294912,0,7959552,3072
t1-b-r1-t1-n5-cold,T1-b,1,1,1,26958,933833,197257625,984250,199203166,505952,2359296,2356224,294912,0,7959552,3072
t1-b-r1-t1-n5-cold,T1-b,1,1,2,25792,948750,195633875,962041,197570875,505952,2359296,2356224,294912,0,7959552,3072
t1-b-r1-t1-n5-cold,T1-b,1,1,3,26875,921334,194886667,958625,196794042,505952,2359296,2356224,294912,0,7959552,3072
t1-b-r1-t1-n5-cold,T1-b,1,1,4,25166,939667,202491916,964209,204421500,505952,2359296,2356224,294912,0,7959552,3072
