label,task,n_macs,n_relus,log_inv_rate,threads,security_bits,n_test_queries,rep,prove_nanos,verify_nanos,proof_bytes
t3-r1-t10-n5,T3,737792,3584,1,10,96,232,0,756061000,27875209,460112
t3-r1-t10-n5,T3,737792,3584,1,10,96,232,1,713218833,28168875,460112
t3-r1-t10-n5,T3,737792,3584,1,10,96,232,2,720455875,27863084,460112
t3-r1-t10-n5,T3,737792,3584,1,10,96,232,3,717212709,28712792,460112
t3-r1-t10-n5,T3,737792,3584,1,10,96,232,4,720384834,28557000,460112
