label,task,n_macs,n_relus,log_inv_rate,threads,security_bits,n_test_queries,rep,prove_nanos,verify_nanos,proof_bytes
t1-a-r1-t1,T1-a,589824,0,1,1,96,232,0,2634927417,68268375,460304
t1-a-r1-t1,T1-a,589824,0,1,1,96,232,1,2679442083,74154666,460304
t1-a-r1-t1,T1-a,589824,0,1,1,96,232,2,2606186750,68338333,460304
t1-a-r1-t1,T1-a,589824,0,1,1,96,232,3,2663810041,68421417,460304
t1-a-r1-t1,T1-a,589824,0,1,1,96,232,4,2579182542,67740417,460304
