label,task,field,route,n_macs,padded_macs,padding_factor,rounds,threads,rep,prove_nanos,verify_nanos,proof_bytes
t1-0-koala-bear-sumcheck-t1-n1,T1-0,koala-bear,sumcheck,65536,65536,1.000000,8,1,0,406375,37083,290
