label,task,n_macs,n_relus,log_inv_rate,threads,security_bits,n_test_queries,rep,prove_nanos,verify_nanos,proof_bytes
t2-r1-t1,T2,92224,448,1,1,96,232,0,321787958,9081042,346400
t2-r1-t1,T2,92224,448,1,1,96,232,1,316409792,8298167,346400
t2-r1-t1,T2,92224,448,1,1,96,232,2,320242333,8155167,346400
t2-r1-t1,T2,92224,448,1,1,96,232,3,319852000,8404958,346400
t2-r1-t1,T2,92224,448,1,1,96,232,4,318878458,8384959,346400
