label,task,n_macs,n_relus,log_inv_rate,threads,security_bits,n_test_queries,rep,prove_nanos,verify_nanos,proof_bytes
t1-0-r4-t1,T1-0,65536,0,4,1,96,106,0,272271833,6494166,258016
t1-0-r4-t1,T1-0,65536,0,4,1,96,106,1,271580167,6323083,258016
t1-0-r4-t1,T1-0,65536,0,4,1,96,106,2,269308625,6130125,258016
t1-0-r4-t1,T1-0,65536,0,4,1,96,106,3,268544333,6289125,258016
t1-0-r4-t1,T1-0,65536,0,4,1,96,106,4,268693834,6215500,258016
