task,family,position,detail,verdict
t1-0,proof_byte,12769,xor01_from9e,VERIFY_REJECTED
t1-0,proof_byte,12770,xor01_fromad,VERIFY_REJECTED
t1-0,proof_byte,12771,xor01_froma0,VERIFY_REJECTED
t1-0,proof_byte,12772,xor01_fromcb,VERIFY_REJECTED
t1-0,proof_byte,12773,xor01_fromcb,VERIFY_REJECTED
t1-0,proof_byte,12774,xor01_from3f,VERIFY_REJECTED
t1-0,proof_byte,12775,xor01_from46,VERIFY_REJECTED
t1-0,proof_byte,12776,xor01_frome0,VERIFY_REJECTED
t1-0,proof_byte,12777,xor01_from6a,VERIFY_REJECTED
t1-0,proof_byte,12778,xor01_from1b,VERIFY_REJECTED
t1-0,proof_byte,12779,xor01_fromde,VERIFY_REJECTED
t1-0,proof_byte,12780,xor01_fromc6,VERIFY_REJECTED
t1-0,proof_byte,12781,xor01_fromdc,VERIFY_REJECTED
t1-0,proof_byte,12782,xor01_from24,VERIFY_REJECTED
t1-0,proof_byte,12783,xor01_from3d,VERIFY_REJECTED
t1-0,proof_byte,12784,xor01_from3f,VERIFY_REJECTED
t1-0,proof_byte,12785,xor01_fromb0,VERIFY_REJECTED
t1-0,proof_byte,12786,xor01_from82,VERIFY_REJECTED
t1-0,proof_byte,12787,xor01_from48,VERIFY_REJECTED
t1-0,proof_byte,12788,xor01_from63,VERIFY_REJECTED
t1-0,proof_byte,12789,xor01_from26,VERIFY_REJECTED
t1-0,proof_byte,12790,xor01_from4d,VERIFY_REJECTED
t1-0,proof_byte,12791,xor01_from36,VERIFY_REJECTED
t1-0,proof_byte,12792,xor01_from24,VERIFY_REJECTED
t1-0,proof_byte,12793,xor01_fromad,VERIFY_REJECTED
t1-0,proof_byte,12794,xor01_fromfa,VERIFY_REJECTED
t1-0,proof_byte,12795,xor01_from6f,VERIFY_REJECTED
t1-0,proof_byte,12796,xor01_from78,VERIFY_REJECTED
t1-0,proof_byte,12797,xor01_from1a,VERIFY_REJECTED
t1-0,proof_byte,12798,xor01_from52,VERIFY_REJECTED
t1-0,proof_byte,12799,xor01_fromdd,VERIFY_REJECTED
t1-0,proof_byte,12800,xor01_fromd6,VERIFY_REJECTED
t1-0,proof_byte,12801,xor01_from41,VERIFY_REJECTED
t1-0,proof_byte,12802,xor01_from2f,VERIFY_REJECTED
t1-0,proof_byte,12803,xor01_fromf5,VERIFY_REJECTED
t1-0,proof_byte,12804,xor01_frome9,VERIFY_REJECTED
t1-0,proof_byte,12805,xor01_froma5,VERIFY_REJECTED
t1-0,proof_byte,12806,xor01_from4a,VERIFY_REJECTED
t1-0,proof_byte,12807,xor01_from09,VERIFY_REJECTED
t1-0,proof_byte,12808,xor01_from3d,VERIFY_REJECTED
t1-0,proof_byte,12809,xor01_frome7,VERIFY_REJECTED
t1-0,proof_byte,12810,xor01_from91,VERIFY_REJECTED
t1-0,proof_byte,12811,xor01_from1f,VERIFY_REJECTED
t1-0,proof_byte,12812,xor01_from97,VERIFY_REJECTED
t1-0,proof_byte,12813,xor01_from22,VERIFY_REJECTED
t1-0,proof_byte,12814,xor01_from01,VERIFY_REJECTED
t1-0,proof_byte,12815,xor01_from7f,VERIFY_REJECTED
t1-0,proof_byte,12816,xor01_from21,VERIFY_REJECTED
