label,task,n_macs,n_relus,log_inv_rate,threads,security_bits,n_test_queries,rep,prove_nanos,verify_nanos,proof_bytes
t1-b-r4-t10-n5,T1-b,2359296,0,4,10,96,106,0,10135606375,239702250,349280
t1-b-r4-t10-n5,T1-b,2359296,0,4,10,96,106,1,11444728542,309003750,349280
t1-b-r4-t10-n5,T1-b,2359296,0,4,10,96,106,2,11148324917,340996208,349280
t1-b-r4-t10-n5,T1-b,2359296,0,4,10,96,106,3,11087352959,308816792,349280
t1-b-r4-t10-n5,T1-b,2359296,0,4,10,96,106,4,11628973916,364412250,349280
