label,task,field,route,n_macs,padded_macs,padding_factor,rounds,threads,rep,prove_nanos,verify_nanos,proof_bytes
t1-a-koala-bear-sumcheck-t1-n5,T1-a,koala-bear,sumcheck,589824,1048576,1.777778,10,1,0,5611125,113292,354
t1-a-koala-bear-sumcheck-t1-n5,T1-a,koala-bear,sumcheck,589824,1048576,1.777778,10,1,1,6083083,116250,354
t1-a-koala-bear-sumcheck-t1-n5,T1-a,koala-bear,sumcheck,589824,1048576,1.777778,10,1,2,5103833,114375,354
t1-a-koala-bear-sumcheck-t1-n5,T1-a,koala-bear,sumcheck,589824,1048576,1.777778,10,1,3,4982416,111167,354
t1-a-koala-bear-sumcheck-t1-n5,T1-a,koala-bear,sumcheck,589824,1048576,1.777778,10,1,4,5114250,117416,354
