label,task,n_macs,n_relus,log_inv_rate,threads,security_bits,n_test_queries,rep,prove_nanos,verify_nanos,proof_bytes
t3-r4-t10-n5,T3,737792,3584,4,10,96,106,0,856564208,28686125,324112
t3-r4-t10-n5,T3,737792,3584,4,10,96,106,1,809309375,30778584,324112
t3-r4-t10-n5,T3,737792,3584,4,10,96,106,2,820925875,29233417,324112
t3-r4-t10-n5,T3,737792,3584,4,10,96,106,3,805593125,27437417,324112
t3-r4-t10-n5,T3,737792,3584,4,10,96,106,4,819404167,28210875,324112
