label,task,n_macs,n_relus,log_inv_rate,threads,security_bits,n_test_queries,rep,prove_nanos,verify_nanos,proof_bytes
t2-r1-t10-n5,T2,92224,448,1,10,96,232,0,121605375,5787500,346400
t2-r1-t10-n5,T2,92224,448,1,10,96,232,1,108908709,5512792,346400
t2-r1-t10-n5,T2,92224,448,1,10,96,232,2,109817917,5445583,346400
t2-r1-t10-n5,T2,92224,448,1,10,96,232,3,105883875,5542792,346400
t2-r1-t10-n5,T2,92224,448,1,10,96,232,4,110133208,5513916,346400
