label,task,n_macs,n_relus,log_inv_rate,threads,security_bits,n_test_queries,rep,prove_nanos,verify_nanos,proof_bytes
t1-a-r4-t1,T1-a,589824,0,4,1,96,106,0,3272396542,67376000,324304
t1-a-r4-t1,T1-a,589824,0,4,1,96,106,1,3197925000,67766708,324304
t1-a-r4-t1,T1-a,589824,0,4,1,96,106,2,3206296959,67541459,324304
t1-a-r4-t1,T1-a,589824,0,4,1,96,106,3,3227776417,66794875,324304
t1-a-r4-t1,T1-a,589824,0,4,1,96,106,4,3237570292,66822833,324304
