label,task,n_macs,n_relus,log_inv_rate,threads,security_bits,n_test_queries,rep,prove_nanos,verify_nanos,proof_bytes
t1-a-r4-t10-n5,T1-a,589824,0,4,10,96,106,0,856295959,27047959,324304
t1-a-r4-t10-n5,T1-a,589824,0,4,10,96,106,1,814511792,27662583,324304
t1-a-r4-t10-n5,T1-a,589824,0,4,10,96,106,2,807183750,27151833,324304
t1-a-r4-t10-n5,T1-a,589824,0,4,10,96,106,3,815921500,27343583,324304
t1-a-r4-t10-n5,T1-a,589824,0,4,10,96,106,4,804701583,29288500,324304
