label,task,n_macs,n_relus,log_inv_rate,threads,security_bits,n_test_queries,rep,prove_nanos,verify_nanos,proof_bytes
t1-b-r1-t1,T1-b,2359296,0,1,1,96,232,0,18972115250,604432208,505952
t1-b-r1-t1,T1-b,2359296,0,1,1,96,232,1,19728600750,593000250,505952
t1-b-r1-t1,T1-b,2359296,0,1,1,96,232,2,19519463792,616090083,505952
t1-b-r1-t1,T1-b,2359296,0,1,1,96,232,3,19283387042,579335708,505952
t1-b-r1-t1,T1-b,2359296,0,1,1,96,232,4,19534522458,575937500,505952
