label,task,n_macs,n_relus,log_inv_rate,threads,security_bits,n_test_queries,rep,prove_nanos,verify_nanos,proof_bytes
t1-0-r4-t10-n5,T1-0,65536,0,4,10,96,106,0,90035583,4099458,258016
t1-0-r4-t10-n5,T1-0,65536,0,4,10,96,106,1,88663834,4375291,258016
t1-0-r4-t10-n5,T1-0,65536,0,4,10,96,106,2,86396541,4212667,258016
t1-0-r4-t10-n5,T1-0,65536,0,4,10,96,106,3,84529167,4237000,258016
t1-0-r4-t10-n5,T1-0,65536,0,4,10,96,106,4,85140000,4217584,258016
