label,task,n_macs,n_relus,log_inv_rate,threads,security_bits,n_test_queries,rep,prove_nanos,verify_nanos,proof_bytes
t1-b-r1-t10-n5,T1-b,2359296,0,1,10,96,232,0,9554287916,136028333,505952
t1-b-r1-t10-n5,T1-b,2359296,0,1,10,96,232,1,9753946125,136665417,505952
t1-b-r1-t10-n5,T1-b,2359296,0,1,10,96,232,2,9386762709,132555375,505952
t1-b-r1-t10-n5,T1-b,2359296,0,1,10,96,232,3,10465792291,133729875,505952
t1-b-r1-t10-n5,T1-b,2359296,0,1,10,96,232,4,9732156541,143745750,505952
