label,task,n_macs,n_relus,log_inv_rate,threads,security_bits,n_test_queries,rep,prove_nanos,verify_nanos,proof_bytes
t1-b-r4-t1,T1-b,2359296,0,4,1,96,106,0,22827260916,612768625,349280
t1-b-r4-t1,T1-b,2359296,0,4,1,96,106,1,22110124416,575075500,349280
t1-b-r4-t1,T1-b,2359296,0,4,1,96,106,2,21572093125,659422209,349280
t1-b-r4-t1,T1-b,2359296,0,4,1,96,106,3,25036308625,642224959,349280
t1-b-r4-t1,T1-b,2359296,0,4,1,96,106,4,25041221542,628671791,349280
